case	game	suite	category	source_authority	game_pair	runtime_model	pass	failure_class	score	groundedness	groundedness_failures	latency_ms	first_answer_token_ms	latency_budget	tokens	cached_input_tokens	guardrail_cost_usd	provider_cost_usd	tools	retries	loops	trace	langsmith_trace	error
gh2-scenario-1-bandit-camp	gloomhaven-2e	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	0.8	pass		2060	2059	-	3/98/5561	5460	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ec-c3c7-7000-8000-0364e643e850?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ec-c3c7-7000-8000-0364e643e850?poll=true	-
gh2-character-ability-cragheart-opposing-strike	gloomhaven-2e	table-qa	character-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	0.8	pass		11117	11115	-	7/385/14853	14461	0.0500	0.0058	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ec-d388-7000-8000-00188bd66d45?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ec-d388-7000-8000-00188bd66d45?poll=true	-
gh2-monster-bandit-archer-elite-level-7	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1956	1955	-	3/103/5556	5450	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ed-0611-7000-8000-02b01ba05862?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ed-0611-7000-8000-02b01ba05862?poll=true	-
gh2-scenario-4-crypt-damned	gloomhaven-2e	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	fail	latency_budget	1	pass		2654	2651	fail	3/98/5554	5453	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ed-1408-7000-8000-02dabfadb417?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ed-1408-7000-8000-02dabfadb417?poll=true	-
gh2-scenario-5-forgotten-crypt	gloomhaven-2e	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	0.8	pass		1998	1996	-	3/98/5561	5460	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ed-2670-7000-8000-007609df0768?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ed-2670-7000-8000-007609df0768?poll=true	-
gh2-rule-long-rest-init	gloomhaven-2e	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		13215	8745	-	7/419/20813	20387	0.0500	0.0063	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ed-3a40-7000-8000-0215a9277ed5?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ed-3a40-7000-8000-0215a9277ed5?poll=true	-
gh2-monster-chaos-demon-elite-level-5	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1771	1770	-	3/102/5554	5449	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ed-772f-7000-8000-0254aad71a62?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ed-772f-7000-8000-0254aad71a62?poll=true	-
gh2-item-003-hide-armor	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1765	1763	-	3/102/5550	5445	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ed-82d5-7000-8000-03c10ab61382?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ed-82d5-7000-8000-03c10ab61382?poll=true	-
gh2-rule-poison	gloomhaven-2e	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		14834	9309	-	7/553/21221	20661	0.0500	0.0083	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ed-8f44-7000-8000-0051341db1fa?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/9271db4a-fbbf-418a-96ec-41d34be9f334/r/019f32ed-8f44-7000-8000-0051341db1fa?poll=true	-
gh2-traj-faq-red-hex	gloomhaven-2e	trajectory	trajectory	faq		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		17715	12387	-	7/686/17396	10902	0.0500	0.0103	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/3bc630ba-0a86-4498-8b41-0171598cd5d2/r/019f32ed-dd74-7000-8000-039cdd276a60?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/3bc630ba-0a86-4498-8b41-0171598cd5d2/r/019f32ed-dd74-7000-8000-039cdd276a60?poll=true	-
gh2-traj-errata-section-29	gloomhaven-2e	trajectory	trajectory	errata		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	-		14057	8660	-	7/511/20395	10930	0.0500	0.0077	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/3bc630ba-0a86-4498-8b41-0171598cd5d2/r/019f32ee-22a7-7000-8000-0093e5a8038e?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/3bc630ba-0a86-4498-8b41-0171598cd5d2/r/019f32ee-22a7-7000-8000-0093e5a8038e?poll=true	-
gh2-traj-ambiguous-bandit-scout	gloomhaven-2e	trajectory	trajectory	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		10059	10056	-	9/568/14990	11400	0.0500	0.0085	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/3bc630ba-0a86-4498-8b41-0171598cd5d2/r/019f32ee-5991-7000-8000-02c45ef8b7db?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/3bc630ba-0a86-4498-8b41-0171598cd5d2/r/019f32ee-5991-7000-8000-02c45ef8b7db?poll=true	-
gh2-traj-scenario-neighbors	gloomhaven-2e	trajectory	trajectory	scenario-section-books		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		14322	10732	-	12/618/21082	16659	0.0500	0.0093	2	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/3bc630ba-0a86-4498-8b41-0171598cd5d2/r/019f32ee-80de-7000-8000-01f4fcd87202?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/3bc630ba-0a86-4498-8b41-0171598cd5d2/r/019f32ee-80de-7000-8000-01f4fcd87202?poll=true	-
gh2-traj-exact-item-open	gloomhaven-2e	trajectory	trajectory	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		2957	2956	-	3/98/5553	5452	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/3bc630ba-0a86-4498-8b41-0171598cd5d2/r/019f32ee-b8d2-7000-8000-03308acfedb7?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/3bc630ba-0a86-4498-8b41-0171598cd5d2/r/019f32ee-b8d2-7000-8000-03308acfedb7?poll=true	-
gh2-traj-scenario-section-open	gloomhaven-2e	trajectory	trajectory	scenario-section-books		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		9643	9640	-	9/332/14764	10892	0.0500	0.0050	3	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/3bc630ba-0a86-4498-8b41-0171598cd5d2/r/019f32ee-c460-7000-8000-03620185d49d?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/3bc630ba-0a86-4498-8b41-0171598cd5d2/r/019f32ee-c460-7000-8000-03620185d49d?poll=true	-
gh2-traj-no-frosthaven-source	gloomhaven-2e	trajectory	trajectory	contract		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		11126	11121	-	6/464/8501	8031	0.0500	0.0070	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/3bc630ba-0a86-4498-8b41-0171598cd5d2/r/019f32ee-ea0c-7000-8000-03725213ba8a?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/3bc630ba-0a86-4498-8b41-0171598cd5d2/r/019f32ee-ea0c-7000-8000-03725213ba8a?poll=true	-
gh2-traj-card-fuzzy-vs-exact	gloomhaven-2e	trajectory	trajectory	structured-data		langgraph:anthropic:claude-sonnet-4-6	fail	retrieval	0	-		26142	26139	-	7/1552/21958	10928	0.0500	0.0233	4	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/3bc630ba-0a86-4498-8b41-0171598cd5d2/r/019f32ef-1584-7000-8000-01625ef4cef2?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/3bc630ba-0a86-4498-8b41-0171598cd5d2/r/019f32ef-1584-7000-8000-01625ef4cef2?poll=true	-
gh2-traj-rule-poison-citation	gloomhaven-2e	trajectory	trajectory	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		23624	13785	-	7/908/21599	20684	0.0500	0.0136	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/3bc630ba-0a86-4498-8b41-0171598cd5d2/r/019f32ef-7ba5-7000-8000-00fe766a0b2a?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/3bc630ba-0a86-4498-8b41-0171598cd5d2/r/019f32ef-7ba5-7000-8000-00fe766a0b2a?poll=true	-
gh2-traj-source-discovery	gloomhaven-2e	trajectory	trajectory	contract		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		18171	10797	-	7/879/15351	14465	0.0500	0.0132	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/3bc630ba-0a86-4498-8b41-0171598cd5d2/r/019f32ef-d7ee-7000-8000-02e4cd6a4a5f?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/3bc630ba-0a86-4498-8b41-0171598cd5d2/r/019f32ef-d7ee-7000-8000-02e4cd6a4a5f?poll=true	-
gh2-traj-section-parent-scenario	gloomhaven-2e	trajectory	trajectory	scenario-section-books		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		7251	7248	-	6/335/8386	5448	0.0500	0.0050	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/3bc630ba-0a86-4498-8b41-0171598cd5d2/r/019f32f0-1eea-7000-8000-01cb5405c85d?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/3bc630ba-0a86-4498-8b41-0171598cd5d2/r/019f32f0-1eea-7000-8000-01cb5405c85d?poll=true	-
