case	game	suite	category	question_class	source_authority	game_pair	runtime_model	pass	failure_class	score	groundedness	groundedness_failures	latency_ms	first_answer_token_ms	latency_budget	tokens	cached_input_tokens	guardrail_cost_usd	provider_cost_usd	tools	retries	loops	trace	langsmith_trace	error
gh2-scenario-4-crypt-damned	gloomhaven-2e	table-qa	scenarios	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1823	1822	pass	3/98/5565	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3475-c6bf-7000-8000-0020ebd52842?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3475-c6bf-7000-8000-0020ebd52842?poll=true	-
gh2-scenario-5-forgotten-crypt	gloomhaven-2e	table-qa	scenarios	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1999	1998	-	3/98/5572	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3475-d427-7000-8000-00fe33c6aef8?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3475-d427-7000-8000-00fe33c6aef8?poll=true	-
gh2-item-003-hide-armor	gloomhaven-2e	table-qa	items	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1670	1668	-	3/102/5561	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3475-e25b-7000-8000-012b4c69ff29?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3475-e25b-7000-8000-012b4c69ff29?poll=true	-
gh2-monster-black-imp-elite-level-5	gloomhaven-2e	table-qa	monster-stats	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1743	1741	-	3/101/5563	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3475-f11a-7000-8000-000f0c666589?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3475-f11a-7000-8000-000f0c666589?poll=true	-
gh2-monster-bandit-archer-normal-level-2	gloomhaven-2e	table-qa	monster-stats	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1904	1903	-	3/103/5567	0	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3475-fd52-7000-8000-00fc97723383?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3475-fd52-7000-8000-00fc97723383?poll=true	-
gh2-rule-advantage	gloomhaven-2e	table-qa	rulebook	rules-synthesis	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		25261	15636	-	7/1030/22180	5455	0.0500	0.0155	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3476-09f7-7000-8000-024056d59196?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3476-09f7-7000-8000-024056d59196?poll=true	-
gh2-item-007-poison-dagger	gloomhaven-2e	table-qa	items	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2040	2038	-	3/104/5565	0	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3476-77c9-7000-8000-01b05cffd6e3?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3476-77c9-7000-8000-01b05cffd6e3?poll=true	-
gh2-item-012-stamina-potion	gloomhaven-2e	table-qa	items	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1974	1972	-	3/105/5567	0	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3476-85b4-7000-8000-019b6c5ab159?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3476-85b4-7000-8000-019b6c5ab159?poll=true	-
gh2-item-002-winged-shoes	gloomhaven-2e	table-qa	items	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1886	1885	-	3/104/5565	0	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3476-9582-7000-8000-038034ff93ce?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3476-9582-7000-8000-038034ff93ce?poll=true	-
gh2-monster-city-archer-normal-level-2	gloomhaven-2e	table-qa	monster-stats	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1959	1957	-	3/101/5563	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3476-a183-7000-8000-00ca5937fb23?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3476-a183-7000-8000-00ca5937fb23?poll=true	-
gh2-character-mat-bladewarm	gloomhaven-2e	table-qa	character-mats	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2763	2762	-	3/102/5580	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3476-adb1-7000-8000-02e42de00765?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3476-adb1-7000-8000-02e42de00765?poll=true	-
gh2-character-ability-mindthief-submissive-affliction	gloomhaven-2e	table-qa	character-abilities	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		6626	6623	-	7/351/14923	5471	0.0500	0.0053	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3476-cf2b-7000-8000-0289fab99a6a?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3476-cf2b-7000-8000-0289fab99a6a?poll=true	-
gh2-personal-quest-01-political-intrigue	gloomhaven-2e	table-qa	personal-quests	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		4848	4845	-	6/235/7995	0	0.0500	0.0035	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3476-ef91-7000-8000-00234457f25e?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3476-ef91-7000-8000-00234457f25e?poll=true	-
gh2-faq-monster-trap-strength	gloomhaven-2e	table-qa	rulebook	rules-synthesis	faq		langgraph:anthropic:claude-sonnet-4-6	fail	latency_budget	1	pass		14239	10035	fail	7/618/20517	5468	0.0500	0.0093	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3477-0be9-7000-8000-030d5b942d32?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3477-0be9-7000-8000-030d5b942d32?poll=true	-
gh2-character-mat-soultether	gloomhaven-2e	table-qa	character-mats	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1889	1888	-	3/101/5579	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3477-4ac6-7000-8000-03d2c7b5d619?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3477-4ac6-7000-8000-03d2c7b5d619?poll=true	-
gh2-item-008-heater-shield	gloomhaven-2e	table-qa	items	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1797	1796	-	3/103/5563	0	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3477-55d7-7000-8000-031a762519d1?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3477-55d7-7000-8000-031a762519d1?poll=true	-
gh2-rule-poison	gloomhaven-2e	table-qa	rulebook	rules-synthesis	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		19368	10538	-	7/597/21298	5454	0.0500	0.0090	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3477-6384-7000-8000-026aff66a84a?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3477-6384-7000-8000-026aff66a84a?poll=true	-
gh2-scenario-3-frozen-hollow	gloomhaven-2e	table-qa	scenarios	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1914	1912	-	3/98/5572	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3477-b619-7000-8000-00b2c0acd29e?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3477-b619-7000-8000-00b2c0acd29e?poll=true	-
gh2-rule-long-rest-init	gloomhaven-2e	table-qa	rulebook	rules-synthesis	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		13494	9050	-	7/434/20861	5456	0.0500	0.0065	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3477-c6d1-7000-8000-023831eb2c22?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3477-c6d1-7000-8000-023831eb2c22?poll=true	-
gh2-faq-multi-target-attack-order	gloomhaven-2e	table-qa	rulebook	rules-synthesis	faq		langgraph:anthropic:claude-sonnet-4-6	fail	latency_budget	1	pass		14025	8788	fail	7/489/20827	5463	0.0500	0.0073	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3478-0325-7000-8000-029233996afd?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3478-0325-7000-8000-029233996afd?poll=true	-
gh2-faq-shield-ward-order	gloomhaven-2e	table-qa	rulebook	rules-synthesis	faq		langgraph:anthropic:claude-sonnet-4-6	fail	latency_budget	1	pass		10672	7053	fail	7/427/17209	5453	0.0500	0.0064	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3478-3fb2-7000-8000-001e0f275004?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3478-3fb2-7000-8000-001e0f275004?poll=true	-
gh2-section-67-1	gloomhaven-2e	table-qa	scenarios	multi-hop	scenario-section-books		langgraph:anthropic:claude-sonnet-4-6	fail	groundedness	1	fail	canonical refs point at the wrong game: 67.1	8530	8526	-	6/441/8841	0	0.0500	0.0066	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3478-7036-7000-8000-01a73d4dcffe?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3478-7036-7000-8000-01a73d4dcffe?poll=true	-
gh2-faq-rounding-direction	gloomhaven-2e	table-qa	rulebook	rules-synthesis	faq		langgraph:anthropic:claude-sonnet-4-6	fail	latency_budget	1	pass		8809	5943	fail	7/269/20443	5463	0.0500	0.0040	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3478-971e-7000-8000-0137eca47846?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3478-971e-7000-8000-0137eca47846?poll=true	-
gh2-character-mat-doomstalker	gloomhaven-2e	table-qa	character-mats	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1802	1801	-	3/103/5583	0	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3478-bf19-7000-8000-01653f6697cf?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3478-bf19-7000-8000-01653f6697cf?poll=true	-
gh2-monster-living-bones-immunity	gloomhaven-2e	table-qa	monster-stats	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		7035	7029	-	7/383/15994	5454	0.0500	0.0057	3	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3478-c991-7000-8000-011f8e3c4505?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3478-c991-7000-8000-011f8e3c4505?poll=true	-
gh2-character-mat-cragheart	gloomhaven-2e	table-qa	character-mats	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1991	1990	-	3/101/5579	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3478-eb51-7000-8000-0126611052a5?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3478-eb51-7000-8000-0126611052a5?poll=true	-
gh2-scenario-2-ruinous-crypt	gloomhaven-2e	table-qa	scenarios	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2012	2011	-	3/98/5572	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3478-f6f0-7000-8000-02567149c511?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3478-f6f0-7000-8000-02567149c511?poll=true	-
gh2-item-004-leather-armor	gloomhaven-2e	table-qa	items	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1877	1876	-	3/103/5563	0	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3479-1511-7000-8000-01fbd68d4148?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3479-1511-7000-8000-01fbd68d4148?poll=true	-
gh2-scenario-6-decaying-crypt	gloomhaven-2e	table-qa	scenarios	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1875	1874	-	3/98/5572	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3479-2582-7000-8000-035239d6dc63?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3479-2582-7000-8000-035239d6dc63?poll=true	-
gh2-monster-cave-bear-elite-level-7	gloomhaven-2e	table-qa	monster-stats	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1894	1892	-	3/100/5561	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3479-339e-7000-8000-0187ac96af22?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3479-339e-7000-8000-0187ac96af22?poll=true	-
gh2-character-mat-bruiser	gloomhaven-2e	table-qa	character-mats	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2154	2151	-	3/100/5577	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3479-3fc4-7000-8000-036d0692cd45?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3479-3fc4-7000-8000-036d0692cd45?poll=true	-
gh2-monster-bandit-scout	gloomhaven-2e	table-qa	monster-stats	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1969	1968	-	3/102/5567	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3479-4c96-7000-8000-03809a464118?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3479-4c96-7000-8000-03809a464118?poll=true	-
gh2-item-scouting-lens	gloomhaven-2e	table-qa	items	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1765	1764	-	3/101/5561	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3479-58b7-7000-8000-0310c955ddde?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3479-58b7-7000-8000-0310c955ddde?poll=true	-
gh2-item-010-simple-bow	gloomhaven-2e	table-qa	items	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1885	1884	-	3/102/5561	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3479-64ef-7000-8000-038e42aae8e6?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3479-64ef-7000-8000-038e42aae8e6?poll=true	-
gh2-monster-ancient-artillery-normal-level-0	gloomhaven-2e	table-qa	monster-stats	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2421	2419	-	3/100/5561	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3479-71e8-7000-8000-0034f66b8c9a?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3479-71e8-7000-8000-0034f66b8c9a?poll=true	-
gh2-scenario-11-reward	gloomhaven-2e	table-qa	scenarios	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1905	1902	-	3/98/5559	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3479-804c-7000-8000-02f3851e2a60?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3479-804c-7000-8000-02f3851e2a60?poll=true	-
gh2-item-006-amulet-of-life	gloomhaven-2e	table-qa	items	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	0.8	pass		1922	1919	-	3/105/5567	0	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3479-8deb-7000-8000-0313c2401d2a?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3479-8deb-7000-8000-0313c2401d2a?poll=true	-
gh2-rule-looting-definition	gloomhaven-2e	table-qa	rulebook	rules-synthesis	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		23399	13959	-	7/1070/21794	5451	0.0500	0.0161	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3479-9e8f-7000-8000-021e7b53da2a?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f3479-9e8f-7000-8000-021e7b53da2a?poll=true	-
gh2-monster-cave-bear-normal-level-2	gloomhaven-2e	table-qa	monster-stats	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1786	1784	-	3/100/5561	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f347a-034e-7000-8000-03662d03e4a6?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f347a-034e-7000-8000-03662d03e4a6?poll=true	-
gh2-personal-quest-02-inn-to-hospitality	gloomhaven-2e	table-qa	personal-quests	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		4957	4956	-	6/210/7933	0	0.0500	0.0032	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f347a-0f1c-7000-8000-0331d86c54d2?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f347a-0f1c-7000-8000-0331d86c54d2?poll=true	-
gh2-monster-living-spirit-elite-level-7-hp	gloomhaven-2e	table-qa	monster-stats	exact-lookup	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1875	1874	-	3/100/5563	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f347a-2879-7000-8000-00601de882dd?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/47d7a7a9-398d-4bf3-b945-422db3891d44/r/019f347a-2879-7000-8000-00601de882dd?poll=true	-
gh2-traj-faq-red-hex	gloomhaven-2e	trajectory	trajectory		faq		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		16612	11355	-	7/703/17446	5462	0.0500	0.0105	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/87c5ae5b-b3c4-4372-acc0-0e17cc9220ec/r/019f347a-3f0a-7000-8000-03d3e8af89a6?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/87c5ae5b-b3c4-4372-acc0-0e17cc9220ec/r/019f347a-3f0a-7000-8000-03d3e8af89a6?poll=true	-
gh2-traj-source-discovery	gloomhaven-2e	trajectory	trajectory		contract		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	-		18281	9614	-	7/913/15418	5458	0.0500	0.0137	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/87c5ae5b-b3c4-4372-acc0-0e17cc9220ec/r/019f347a-7ff6-7000-8000-02c7d6741aeb?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/87c5ae5b-b3c4-4372-acc0-0e17cc9220ec/r/019f347a-7ff6-7000-8000-02c7d6741aeb?poll=true	-
